fz,s0,s1,s2,s3,time
-0.00279998779296875,-0.0726699292239481,-0.054824441785096815,-0.20997573102418346,-0.08037899444178334,0.000194979
-0.00251007080078125,-0.05614192056138436,-0.03876015815124936,-0.15848359837992526,-0.08429530154990579,0.009743337
-0.0020999908447265625,-0.06446960142118147,-0.04630291160801506,-0.16176432013172498,-0.08572593851824964,0.019138383
-0.0018825531005859375,-0.05716203340373166,-0.03935802254425823,-0.17251459822227622,-0.1456220315371541,0.029567454
-0.0017452239990234375,-0.04226669504625509,-0.02537512191371709,-0.17133989664801122,-0.13122589718871314,0.039046406
-0.001651763916015625,-0.02724980988139324,-0.015734267697166696,-0.14863067896741528,-0.12130012883761603,0.049471847
-0.001583099365234375,-0.020807104412906594,-0.00870696892705481,-0.11130273301354432,-0.11406515378671597,0.059887715
-0.0016651153564453125,-0.01594736819425357,-0.0034062736648807226,-0.10323039435755392,-0.10860780819363407,0.06940987
-0.0016841888427734375,-0.012202188670760705,0.0006787331056487583,-0.11666257873096954,-0.10440207807820494,0.079826293
-0.00170135498046875,-0.009276547712139578,0.0038698386452167555,-0.12715546659387902,-0.10111666646858763,0.089328226
-0.001712799072265625,-0.006971338916885841,0.0063842157203294735,-0.13542315826599838,-0.0985279825372283,0.099150304
-0.0017223358154296875,-0.0010047238906562676,0.008376278540856966,-0.12923968942027572,-0.09647704870364582,0.109778095
-0.0017299652099609375,0.007864194973398965,0.009960065496404913,-0.1116362688776357,-0.09484645642570048,0.119366953
-0.0018215179443359375,0.010815682468307304,0.011222074060066492,-0.09760933968951548,-0.08761408682020128,0.129806395
-0.00180816650390625,0.009061509443241317,0.012229119606152146,-0.08641626464175717,-0.08776705709383552,0.13932629
-0.0017986297607421875,0.011765885944497694,0.013033447738566527,-0.07747634610060126,-0.08788923458123346,0.149755028
-0.0017910003662109375,0.00982422014518633,0.01367624140054506,-0.07033184531143939,-0.0879868749737114,0.15916874
-0.0017852783203125,0.008271920931482345,0.014190134211762389,-0.058313110879661956,-0.08806493531989715,0.169576737
-0.0017795562744140625,0.007030610348459977,0.014601073404073508,-0.04239686588709344,-0.08812735700573311,0.178961468
-0.0017337799072265625,0.00603783251469848,0.014929735164246602,-0.03597167752790395,-0.08817728074511884,0.18942639
-0.001697540283203125,0.005243748776637382,0.015192618712003728,-0.030832423390164808,-0.08821721277042643,0.199849091
-0.001708984375,0.0046085527015613265,0.011576277789716403,-0.026721479039226823,-0.08234002852610292,0.209241137
-0.001720428466796875,0.0041004321464080335,0.00868341174545359,-0.02343295852133468,-0.07172973989253435,0.219657986
-0.001728057861328125,0.0036939542891829824,0.0063692247301580015,-0.014499424903658152,-0.05733317940478356,0.229115364
-0.0017337799072265625,0.003368781519469761,0.004517929295515664,-0.007352807153119055,-0.04581626805351884,0.239580527
-0.001739501953125,-0.0009898777752169175,-0.0007893306244752094,-0.007938279011024644,-0.036602911531758604,0.249386846
-0.001743316650390625,-0.012673757331063459,-0.008861311911654672,-0.01470926527791381,-0.04104933176493342,0.25974951
-0.00174713134765625,-0.026119267673344677,-0.022971261244684345,-0.013823426876635665,-0.03869795886240235,0.269515829
-0.0017490386962890625,-0.036875623136624604,-0.026606773621943827,-0.006812192036219348,-0.03681686977597829,0.28000664
-0.0016803741455078125,-0.045480680468382474,-0.025688985645862875,-0.001203221788435072,-0.02940354951111947,0.289654405
-0.001556396484375,-0.05236471248990824,-0.028780940939634396,0.003283945386049988,-0.029381351937848847,0.299101524
-0.0014553070068359375,-0.05787193101908266,-0.038906864574732095,0.00687367450549201,-0.029363593902094504,0.309690279
0.0004253387451171875,-0.062277702213346796,-0.04700759681015233,0.00974545543553217,-0.029349387485192065,0.319123138
0.0037288665771484375,-0.06580231731068063,-0.05348817918210518,0.012042878968419,-0.029338022357660316,0.32961532
0.0063724517822265625,-0.06862200843720898,-0.05102028837128337,0.013880817174618403,-0.02342049392145454,0.339247826
0.006687164306640625,-0.07087776085134953,-0.049045976148947144,0.01535116742209015,-0.012778036610401765,0.349767859
0.0051403045654296875,-0.07678080854309925,-0.04746652658934601,0.016527447457506995,-0.004264071938150556,0.359569418
0.0039005279541015625,-0.085601692074732,-0.05385532001389855,0.01746847140262178,0.002547099197226897,0.368944927
0.002826690673828125,-0.09675684415957886,-0.058966354464223825,0.018221290516097086,0.00799603579708991,0.379543255
0.0037174224853515625,-0.1015825199328017,-0.06305518187636056,0.018823545785057606,0.012355184919064649,0.38924576
0.00626373291015625,-0.10134461494658062,-0.0586738912937145,0.01930534998905111,0.015842504135790157,0.399691961
0.00830078125,-0.0970558454810294,-0.04751650651009266,0.013388258115039199,0.01863235946777908,0.40949115
0.009929656982421875,-0.0936248299411813,-0.03476442260465887,0.008654584660781457,0.020864243712168128,0.420025387
0.011234283447265625,-0.09497846296770625,-0.036041283991063974,-0.0014348892531857874,0.022649751096832538,0.429618356
0.010442733764648438,-0.09606136938471516,-0.037062773096221954,-0.015809003512066513,0.01816972272914061,0.439099919
0.007976531982421875,-0.08053391281098828,-0.03787996437830962,-0.02730829489054327,0.020494134305089184,0.449541434
0.0060024261474609375,-0.059915056726919096,-0.027055189008188922,-0.030205192834749206,0.022353663562885175,0.458944646
