fz,s0,s1,s2,s3,time
-0.014673233032226562,-0.2502976709242812,-0.19179713235300397,0.04039875601938462,-0.10076808548218642,9.1648e-05
-0.010599136352539062,-0.19189748847415353,-0.14469612523660141,0.026874258269993175,-0.07663245458178837,0.009546299
-0.00568389892578125,-0.22109675761477257,-0.1274900072876485,0.03302367773792822,-0.04702465678752477,0.019929848
-0.003078460693359375,-0.20712042907896586,-0.10188963307939612,0.027234212955093418,-0.048298233099494214,0.029314167
-0.00144195556640625,-0.2242419661622624,-0.10030969362071385,0.015642167462642693,-0.034180840281288816,0.039822177
-0.0003147125244140625,-0.23604683035638496,-0.1036708240883855,0.007649747033051749,-0.02444725712322866,0.049355643
0.000507354736328125,-0.24465149398569222,-0.11034275753434161,0.00182400535150178,-0.017352367456916293,0.059866209
0.003253936767578125,-0.2511419964140959,-0.11129382171423134,-0.01601371823813653,-0.024602222404135815,0.069360915
0.0074520111083984375,-0.2561439339058485,-0.10803277046868373,-0.01660556070835727,-0.04252048035273969,0.079749853
0.010730743408203125,-0.23893902906923398,-0.10548531846212403,-0.017067893304441265,-0.044356938923972515,0.089138598
0.013315200805664062,-0.20445768833132388,-0.10347809718853544,-0.01743218037243704,-0.033750972194043515,0.099637553
0.013339996337890625,-0.19794515826531625,-0.10188783814932888,-0.017720793695933136,-0.037332584703780945,0.109167518
0.011343002319335938,-0.21349746087071558,-0.10062350476771882,-0.017950255343549822,-0.052120821974267526,0.119660232
0.009754180908203125,-0.20520835283911365,-0.1034745413784672,-0.018133097210826524,-0.05199174782536265,0.129055588
0.00848388671875,-0.210984309243086,-0.1018968627556116,-0.018278999618607062,-0.039993793997357766,0.139426582
0.0074710845947265625,-0.19909283792614124,-0.10063676950043819,-0.024734245510315812,-0.04229457897410204,0.149900944
0.00666046142578125,-0.17309493889781727,-0.09962974273452778,-0.023558248283909382,-0.032257020918296665,0.159500853
0.00598907470703125,-0.14818842293788137,-0.08728917743200292,-0.022618076411644383,-0.024232316830232886,0.17004703
0.005428314208984375,-0.13239269254973837,-0.08895351030126983,-0.021866259181690734,-0.017815287160816838,0.179609421
0.0049800872802734375,-0.11563921679192275,-0.07875388714600305,-0.02126496931021227,-0.012683062477068761,0.188923722
0.0046215057373046875,-0.09399895162541334,-0.05906607214158061,-0.020784021315037343,-0.0026452502294716635,0.199387881
0.00433349609375,-0.08492795152451185,-0.05100343178517047,-0.02039930586977882,0.005384103145363276,0.209903891
0.0041046142578125,-0.06943273783851545,-0.03686825094964702,-0.020091555502154294,0.011807126923978917,0.219341747
0.0039196014404296875,-0.057037133699637935,-0.0332459453239497,-0.019845366465462994,0.016945310994726175,0.229753295
0.003772735595703125,-0.04300165685704165,-0.022662996371244394,-0.0196484209996646,0.021055737960919536,0.239242132
0.0036563873291015625,-0.031773485678180315,-0.014196795774661361,-0.01949086757788483,0.024344017946868367,0.249324795
0.0035610198974609375,-0.022791056404380134,-0.007423916481561049,-0.01936482635126919,0.03290634801984929,0.259902193
0.00348663330078125,-0.015605168111413006,-0.002005654612909336,-0.01926399414350669,0.04568787029148205,0.269358382
0.00342559814453125,-0.009856485701379543,0.002328933600445482,-0.01918332877334834,0.06184473148011405,0.279791171
0.0033779144287109375,-0.009376725056639805,0.001954103958336484,-0.019118796679982866,0.06883849724247261,0.2892391
0.0033397674560546875,-0.008992917312688956,0.0016542408476718717,-0.019067171109109257,0.0685018230664977,0.299671889
0.00518798828125,-0.004566708697718692,0.00525683250559717,-0.01902587070557841,0.06823248407236875,0.309367686
0.008548736572265625,-0.0010257447224753745,0.008138903457951091,-0.01266490473044309,0.06801701305455485,0.31991327
0.011236190795898438,0.0018070249643498512,0.010444559004355638,-0.00757613463300318,0.06784463633118418,0.329375792
0.015291213989257812,0.004073239949224001,0.016131560828381485,0.002822802522204913,0.06177506988032696,0.339897931
0.018535614013671875,0.0058862115456427486,0.01683868378563836,0.01114195045000763,0.056919417768126604,0.349311528
0.021131515502929688,0.007336588622336938,0.017404382073275756,0.011469346744226073,0.04710323273618392,0.359888815
0.023206710815429688,0.008496890181067312,0.014014463657749629,0.011731263756433132,0.03925028540517761,0.369444188
0.024868011474609375,0.009425131375518113,0.01130252907883142,0.01826871794093777,0.03296792789598752,0.379866773
0.026197433471679688,0.010167724304171531,0.005290504699182322,0.017170760647771822,0.027942042070711888,0.389264944
0.02725982666015625,0.010761798633314805,0.00048088530699051543,0.01629239483359603,0.02392133350370453,0.399698363
0.028110504150390625,0.011237058089588001,-0.0033668101496837563,0.015589702192684166,0.0207047666978365,0.409192292
0.026885986328125,0.011617265650988468,-0.006444966485790055,0.01502754808529133,0.018131513277577324,0.419698635
0.025905609130859375,0.01192143169825485,-0.008907491539700415,0.014577824802118746,0.016072910553880205,0.429270545
0.025121688842773438,0.016283921804658093,-0.010877511575163177,0.014218046176973101,0.014426028381332683,0.439669945
0.024494171142578125,0.01565475661760991,-0.012453527599606289,0.013930223277581566,0.013108522646573912,0.449140597
0.023992538452148438,0.011032267209179289,-0.01371434041716229,0.013699964958422194,0.01205451806044697,0.459640477
0.021762847900390625,0.007334275686202699,-0.014722990670179898,0.013515758303284576,0.011211314392402983,0.469231535
0.018148422241210938,0.004375882469757819,-0.015529910872066411,0.013368392979278047,0.010536751458404665,0.479707101
0.015256881713867188,0.002009167897594456,-0.016175447033306593,0.01957842093369727,0.009997101111432542,0.489091161
0.012908935546875,0.00011579624036190822,-0.016691875962148505,0.02454644329589777,0.009565380833973496,0.49952569
0.01099395751953125,-0.005518058338616779,-0.017105019105166132,0.028520861184984966,0.00922000461206559,0.509029082
0.009462356567382812,-0.010025142001309077,-0.021278010269033632,0.025372475284376562,0.003012040614925862,0.519564944
0.008237838745117188,-0.02598828069025806,-0.028458879849221172,0.022853766564059578,-0.013817656621241457,0.530005547
0.0072574615478515625,-0.038758791640847945,-0.03420357551310916,0.02083879958789517,-0.015418088371080645,0.53944494
0.006473541259765625,-0.0407368858953503,-0.03495685539493036,0.019226826007021185,-0.010766770751775467,0.549881766
0.00588226318359375,-0.03820020404612659,-0.031717002651255356,0.02426516735325654,-0.007045716656401441,0.559463138
